IK14,Disease,y,mech_fitness,ot_genetic_association_max,ot_genetic_association_mean,ot_genetic_literature_max,ot_genetic_literature_mean,ot_animal_model_max,ot_animal_model_mean,ot_affected_pathway_max,ot_affected_pathway_mean,ot_rna_expression_max,ot_rna_expression_mean,ot_somatic_mutation_max,ot_somatic_mutation_mean,ot_clinical_max,ot_clinical_mean,ot_literature_max,ot_literature_mean,ot_best_overall,ot_n_targets_matched,has_ot,mech_resid,ot_resid
FGXWKSZFVQUSTL,Gastroenteritis,1,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555812011506204,0.5555812011506204,0.08705061674642395,0.08705061674642395,0.5555812011506204,1,1,0.0,0.0
MWUFVYLAWAXDHQ,AML; MDS; CMML,1,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12158615952232422,0.12158615952232422,0.03438693008823734,0.03438693008823734,0.12158615952232422,1,1,0.0,0.0
JNGVJMBLXIUVRD,Breast Cancer,1,38.0,0.0,0.0,0.0,0.0,0.4798562433472878,0.4798562433472878,0.865457038266544,0.865457038266544,0.0,0.0,0.7553624702220689,0.7553624702220689,0.8776962927915266,0.8776962927915266,0.9969492754889687,0.9969492754889687,0.9969492754889687,1,1,-19.475,0.25141523545079847
TVTXCJFHQKSQQM,Acute Myeloid Leukemia,1,53.0,0.6839221473130737,0.34196107365653683,0.0,0.0,0.7543128435531942,0.5896480439536809,0.7599134970145264,0.5406936546424765,0.0,0.0,0.8332996420595307,0.6446238701341233,0.5103738579534407,0.5082926039384457,0.9946402559805889,0.9586615208399589,0.9946402559805889,2,1,-9.18181818181818,0.09455944103896063
ACCFLVVUVBJNGT,Lung Cancer,1,30.0,0.7929950742080699,0.22278610278499872,0.0,0.0,0.0,0.0,0.7459434946631828,0.5139471774996092,0.0,0.0,0.8700739348634726,0.6617175082356056,0.18374566335577103,0.17527077401937857,0.9794520847768097,0.784972162638877,0.9794520847768097,5,1,-27.451612903225808,0.040317490755820806
DRLFMBDRBRZALE,for Cancer,1,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
BLGWHBSBBJNKJO,Lung Cancer,1,33.0,0.7929950742080699,0.7929950742080699,0.0,0.0,0.0,0.0,0.7459434946631828,0.7459434946631828,0.0,0.0,0.8700739348634726,0.8700739348634726,0.1738942117700943,0.1738942117700943,0.9794520847768097,0.9794520847768097,0.9794520847768097,1,1,-24.451612903225808,0.040317490755820806
MUJMYVFVAWFUJL,Treatment of Patients With Recurrent or Metastatic Squamous Cell Carcinoma,1,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
MUJMYVFVAWFUJL,Lung Cancer,1,45.0,0.9336832402296186,0.4011573694284333,0.607930797611621,0.3039653988058105,0.0,0.0,0.9580964074361958,0.6478899471963446,0.0,0.0,0.9409039510472654,0.8365739624951359,0.9960065980462496,0.9501991889682939,0.9994311108906085,0.9331029766007533,0.9994311108906085,4,1,-12.451612903225808,0.060296516869619676
MUMGGOZAMZWBJJ,Infertility; Poor Ovarian Response,1,33.0,0.888157304811232,0.888157304811232,0.0,0.0,0.8176485964236592,0.8176485964236592,0.0,0.0,0.0,0.0,0.0,0.0,0.598448291996579,0.598448291996579,0.6875788150120012,0.6875788150120012,0.888157304811232,1,1,0.0,0.0
PJHKBYALYHRYSK,Glucose Transporter Type 1 Deficiency Syndrome,1,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
DRLFMBDRBRZALE,Metastatic Cancer,1,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
VFLDPWHFBUODDF,Prostate Cancer,1,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-47.25,-0.8525415701825484
WKDNQONLGXOZRG,Alzheimer's Disease,1,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,11.5,-0.04672231723876279
QVCAATSEPLQVBX,Solid Tumors,1,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.5,0.0
KGFYHTZWPPHNLQ,Stroke,1,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9757696362470675,0.9757696362470675,0.56551874629027,0.56551874629027,0.9757696362470675,1,1,1.0,0.10240684353683116
HFNKQEVNSGCOJV,Colorectal Cancer,1,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.607930797611621,0.3039653988058105,0.0,0.0,0.6806477127944752,0.6751712953733884,0.07599134970145263,0.06839221473130737,0.8480882416011047,0.7333538058693048,0.8480882416011047,2,1,-3.5,0.42404412080055237
IQFYYKKMVGJFEH,Chronic Hepatitis B,1,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
PKWRMUKBEYJEIX,Myelodysplastic Syndrome (MDS); Chronic Myelomonocytic Leukemia (CMML),1,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
DEVSOMFAQLZNKR,Richter's Transformation,1,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
YRVIKLBSVVNSHF,Nicotine Addiction,1,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
DAPFMGRCDFSUSN,Asthma,1,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-12.0,-0.7419872164547866
AXTAPYRUEKNRBA,Acute Myeloid Leukemia,1,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4559480982087158,0.4559480982087158,0.0,0.0,0.9562215583744577,0.9562215583744577,0.9562215583744577,1,1,-31.18181818181818,0.056140743432829376
KIHYPELVXPAIDH,Active Dermatomyositis,1,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
BMQGVNUXMIRLCK,Metastatic Colorectal Cancer,1,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12158615952232422,0.12158615952232422,0.0,0.0,0.12158615952232422,15,1,-14.25,-0.3358746557247674
MIWWSGDADVMLTG,Visceral Leishmaniasis,1,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
MPYACSQFXVMWNO,Systemic Lupus Erythematosus,1,62.0,0.0,0.0,0.0,0.0,0.2541150734016576,0.2541150734016576,0.0,0.0,0.0,0.0,0.0,0.0,0.586453212753675,0.586453212753675,0.7524105622018317,0.7524105622018317,0.7524105622018317,1,1,1.3333333333333357,0.0
RVAQIUULWULRNW,NSCLC,1,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-20.75,0.0
BOJKULTULYSRAS,Ulcerative Colitis,1,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-32.16666666666667,-0.7576154793894972
CGIGDMFJXJATDK,Post-ERCP Acute Pancreatitis,1,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
FCRFVPZAXGJLPW,Rheumatoid Arthritis,1,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-39.42553191489361,-0.8888518903144148
ACWZRVQXLIRSDF,Peritoneal Cancer,1,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
JUVQLZBJFOGEEO,Alzheimer's Disease,1,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.5,-0.04672231723876279
DTGLZDAWLRGWQN,Sickle Cell Disease,1,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5767133026806257,0.5767133026806257,0.0758224800354494,0.0758224800354494,0.5767133026806257,1,1,1.5,0.28835665134031285
WOXKDUGGOYFFRN,"Muscular Dystrophy, Duchenne",1,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
LIRYPHYGHXZJBZ,Acute Myeloid Leukemia,1,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4559480982087158,0.4559480982087158,0.07599134970145263,0.07599134970145263,0.434155188827199,0.2396261932295687,0.4559480982087158,2,1,-30.18181818181818,-0.4441327167329125
BPQMGSKTAYIVFO,cell Lymphoma,1,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-23.5,-0.4486779639868597
FWLMVFUGMHIOAA,Malignant Pleural Mesothelioma,1,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07599134970145263,0.07599134970145263,0.7836811445910515,0.42443241783414876,0.7836811445910515,2,1,0.0,0.0
YUTIXVXZQIQWGY,Adenocarcinoma of the Pancreas; Locally Advanced; Unresectable,1,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
NDAZATDQFDPQBD,NSCLC,1,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-22.75,0.0
DDLPYOCJHQSVSZ,Bullous Pemphigoid,1,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06079307976116211,0.06079307976116211,0.0,0.0,0.06079307976116211,2,1,0.0,0.0
ZBNZXTGUTAYRHI,Advanced Cancer,1,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
HCYAFALTSJYZDH,Lung Cancer,1,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-40.45161290322581,-0.9391345940209889
UREBDLICKHMUKA,Postoperative Nausea and Vomiting; Vomiting,1,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6598576699599931,0.6598576699599931,0.0,0.0,0.6598576699599931,1,1,0.0,0.0
IHIUGIVXARLYHP,Cardiovascular Diseases,1,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
FCRFVPZAXGJLPW,Rheumatoid Arthritis,1,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-39.42553191489361,-0.8888518903144148
KVWDHTXUZHCGIO,Treatment-resistant Depression,1,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
RYMZZMVNJRMUDD,Rhinosinusitis,1,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
PAFKTGFSEFKSQG,Prostate Cancer,1,72.0,0.8728762805808241,0.43643814029041206,0.0,0.0,0.0,0.0,0.9285669064556789,0.8442402017351026,0.0,0.0,0.8304717518195258,0.4152358759097629,0.9918367794935794,0.9820217175513242,0.995170788956094,0.7600753313728008,0.995170788956094,2,1,12.75,0.14262921877354562
CWHUFRVAEUJCEF,Prostate Cancer,1,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6263022664869202,0.5764645192268142,0.18183411766266877,0.18120085641515668,0.6954112196469122,0.5123828554544261,0.6954112196469122,3,1,-9.25,-0.15713035053563618
JRWROCIMSDXGOZ,Crohn's Disease,1,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2220908817980018,0.2220908817980018,0.0,0.0,0.47737765882452543,0.47737765882452543,0.11860222763012143,0.11860222763012143,0.47737765882452543,1,1,-10.0,-0.07751819995644038
XGALLCVXEZPNRQ,Lung Cancer; Head and Neck Cancer,1,48.0,0.9336832402296186,0.9336832402296186,0.6079307976116209,0.6079307976116209,0.0,0.0,0.8735498843346562,0.8735498843346562,0.0,0.0,0.9409039510472654,0.9409039510472654,0.9960065980462496,0.9960065980462496,0.9994311108906085,0.9994311108906085,0.9994311108906085,1,1,0.0,0.0
VSNHCAURESNICA,Multiple Sclerosis,1,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-36.523809523809526,-0.8166898882605884
GMVPRGQOIOIIMI,newborn respiratory distress syndrome,1,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
GXALXAKNHIROPE,Hepatitis C,1,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44074982826842524,0.44074982826842524,0.16918516823418583,0.16918516823418583,0.44074982826842524,1,1,0.0,0.0
FELGMEQIXOGIFQ,Obsessive-compulsive Disorder,1,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07599134970145263,0.07599134970145263,0.4059001952953391,0.4059001952953391,0.4059001952953391,1,1,0.0,0.0
CUIHSIWYWATEQL,Gastrointestinal Stromal Tumor (GIST),1,10.0,0.908559202751775,0.302853067583925,0.8168275681045472,0.27227585603484905,0.4653556753190563,0.15511855843968544,0.898974417023234,0.2996581390077447,0.0,0.0,0.7814745002642415,0.5644568988938911,0.9830204284656623,0.9681939995675166,0.9956232577426181,0.672170534767993,0.9956232577426181,3,1,0.0,0.0
JQXXHWHPUNPDRT,Multiple System Atrophy,1,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
UCEQXRCJXIVODC,Lung Cancer,1,34.0,0.0,0.0,0.0,0.0,0.48952874318965406,0.48952874318965406,0.8062607092106926,0.8062607092106926,0.0,0.0,0.834839289368301,0.834839289368301,0.9843438495167594,0.9843438495167594,0.9911201147359462,0.9911201147359462,0.9911201147359462,1,1,-23.451612903225808,0.05198552071495732
CUIHSIWYWATEQL,wet macular degeneration,1,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
VJYDOJXJUCJUHL,Acute Coronary Syndrome,1,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24317231904464842,0.24317231904464842,0.06753604441118365,0.046782058917491036,0.24317231904464842,3,1,-48.0,-0.6031093152343497
JNAHVYVRKWKWKQ,Liver Cancer,1,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.6666666666666679,0.0
YUTIXVXZQIQWGY,rheumatoid arthritis,1,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
DFJSJLGUIXFDJP,Breast Cancer,1,47.0,0.4921515443954009,0.16405051479846697,0.0,0.0,0.0,0.0,0.8678361603226922,0.48665358882423293,0.0,0.0,0.8314060765533569,0.7029796331242104,0.9952073942972036,0.8808570548232955,0.9997022186776718,0.9917338847923771,0.9997022186776718,3,1,-10.475000000000001,0.2541681786395016
IMOZEMNVLZVGJZ,Patients With Rheumatoid Arthritis,1,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
DSLPMJSGSBLWRE,Endometrial Cancer,1,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,13.333333333333336,-0.32372952861069654
XDAOLTSRNUSPPH,Tuberculosis,1,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.75,0.0
UGJMXCAKCUNAIE,Pain; Breast Cancer; Lung Cancer,1,22.0,0.139590641048025,0.006560062413499851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9931304261031745,0.9927261282954573,0.15198269940290526,0.013737262705067869,0.9931304261031745,26,1,0.0,0.0
XIESSJVMWNJCGZ,Benign Prostatic Hyperplasia,1,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1587374860430344,0.1587374860430344,0.38462432060523666,0.38462432060523666,0.38462432060523666,1,1,-12.666666666666664,-0.39022159582414906
KBOPZPXVLCULAV,Diverticulitis,1,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5631803361207656,0.5631803361207656,0.0,0.0,0.5631803361207656,4,1,0.0,0.0
RJKFOVLPORLFTN,Traumatic Brain Injury,1,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5003861508174653,0.5003861508174653,0.20011832083225414,0.20011832083225414,0.5003861508174653,1,1,-10.0,-0.08880904522180266
BPEGJWRSRHCHSN,Liver Cancer,1,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.333333333333332,0.0
UCEQXRCJXIVODC,Non-CNS Germ Cell Tumors (Seminomas and Nonseminomas),1,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
RYMZZMVNJRMUDD,Moderate and Severe COPD,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
GYHCTFXIZSNGJT,Hyponatremia; Dilutional Hyponatremia; Inappropriate ADH Syndrome,1,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9589052659971563,0.9589052659971563,0.18722084207287606,0.18722084207287606,0.9589052659971563,1,1,0.0,0.0
OBWASQILIWPZMG,Postprandial Hypoglycemia,1,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
IRSCQMHQWWYFCW,respiratory failure,1,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
KISZAGQTIXIVAR,Advanced Breast Cancer,1,66.0,0.7362363711407216,0.7362363711407216,0.0,0.0,0.2784930983858836,0.2784930983858836,0.8492097570461924,0.8492097570461924,0.0,0.0,0.8496114818642673,0.8496114818642673,0.9932371323482767,0.9932371323482767,0.9993172641092537,0.9993172641092537,0.9993172641092537,1,1,-11.454545454545453,0.005195572590390496
QNZCBYKSOIHPEH,Stroke,1,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9757696362470675,0.9757696362470675,0.56551874629027,0.56551874629027,0.9757696362470675,1,1,6.0,0.10240684353683116
GMPZPHGHNDMRKL,Autism Spectrum Disorder,1,27.0,0.0,0.0,0.006079307976116211,0.006079307976116211,0.4372440940021982,0.4372440940021982,0.0,0.0,0.0,0.0,0.0,0.0,0.5621482939878474,0.5621482939878474,0.32681073504525665,0.32681073504525665,0.5621482939878474,1,1,0.0,0.0
SDMBRCRVFFHJKR,Non-Alcoholic Fatty Liver Disease,1,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
XXSMGPRMXLTPCZ,Lung Cancer,1,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-35.45161290322581,-0.9391345940209889
HGVDHZBSSITLCT,Atrial High Rate Episodes,1,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
AACUJFVOHGRMTR,Alzheimer's Disease,1,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6.5,-0.04672231723876279
LEBVLXFERQHONN,Pain,0,62.0,0.547137717850459,0.547137717850459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9987210058300428,0.9987210058300428,0.07404934854241552,0.07404934854241552,0.9987210058300428,1,1,-2.1200000000000045,0.057412361724553995
LSQZJLSUYDQPKJ,Helicobacter Pylori Infection; Gastritis; Vonoprazan; Adolescents,0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
GKTWGGQPFAXNFI,"Stent Thrombosis; Myocardial Infarction, Acute",0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
JVHXJTBJCFBINQ,Type 2 Diabetes,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9974377552980216,0.9974377552980216,0.9481524627860095,0.9481524627860095,0.9974377552980216,1,1,0.46052631578947256,0.017297779805260594
JVHXJTBJCFBINQ,Type 2 Diabetes,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9974377552980216,0.9974377552980216,0.9481524627860095,0.9481524627860095,0.9974377552980216,1,1,0.46052631578947256,0.017297779805260594
NBGABHGMJVIVBW,insomnia,0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9762224837568165,0.9761712995999867,0.17762415247386154,0.12586356755337758,0.9762224837568165,2,1,4.75,-0.0032935483305970292
DPYMFVXJLLWWEU,Early Recovery in Elderly Patients; Cognitive Function,0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-8.0,0.0
JAUOIFJMECXRGI,allergic rhinitis,0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-2.0,0.0
SUBDBMMJDZJVOS,Gastro Oesophageal Reflux Disease,0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9981690542695568,0.9981690542695568,0.5878210735448489,0.3060691527246569,0.9981690542695568,2,1,0.0,0.0
PJMPHNIQZUBGLI,Procedural Pain,0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
PPSNFPASKFYPMN,hot flashes,0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
DRLFMBDRBRZALE,"Neonatal Diseases and Abnormalities; Neonatal Mortality; Pulmonary Arterial Hypertension; Pulmonary Arterial Hypertension, Children",0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
OLBCVFGFOZPWHH,General Anesthesia,0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
OLBCVFGFOZPWHH,Anesthesia,0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10.666666666666671,0.0
CYHWMBVXXDIZNZ,intraoperative hypotension,0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
IWUCXVSUMQZMFG,Dengue Hemorrhagic Fever,0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
DFEYYRMXOJXZRJ,Early Recovery in Elderly Patients; Cognitive Function,0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8.0,0.0
WOXKDUGGOYFFRN,BPH With Other Lower Urinary Tract Symptoms,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
XFYDIVBRZNQMJC,postoperative urinary retention,0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
RZVAJINKPMORJF,Pain,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9995731537430043,0.9991310570502242,0.4680162140242536,0.17877750561456587,0.9995731537430043,4,1,-4.1200000000000045,0.058264509637515505
