aact_name,pref_name,ik14,standard_inchi_key
Ibuprofen 250 mg,IBUPROFEN,HEFNNWSXXWATRW,HEFNNWSXXWATRW-UHFFFAOYSA-N
dexamethasone 0.5mg/5ml solution,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
oral clomiphene citrate,ENCLOMIPHENE CITRATE,PYTMYKVIJXPNBD,PYTMYKVIJXPNBD-BTKVJIOYSA-N
Dexamethasone (Group 2),DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
Enzalutamide Capsule,ENZALUTAMIDE,WXCXUHSOUPDCQV,WXCXUHSOUPDCQV-UHFFFAOYSA-N
tarivid ointment,OFLOXACIN,GSDSWSVVBLHKDQ,GSDSWSVVBLHKDQ-UHFFFAOYSA-N
Altreno,TRETINOIN,SHGAZHPCJJPHSC,SHGAZHPCJJPHSC-YCNIQYBTSA-N
MT1621,DOXRIBTIMINE,IQFYYKKMVGJFEH,IQFYYKKMVGJFEH-XLPZGREQSA-N
oral Propranolol,PROPRANOLOL,AQHHHDLHHXJYJD,AQHHHDLHHXJYJD-UHFFFAOYSA-N
Fluorothymidine (FLT),ALOVUDINE F-18,UXCAQJAQSWSNPQ,UXCAQJAQSWSNPQ-ZIVQXEJRSA-N
R-oxybutynin,AROXYBUTYNIN,XIQVNETUBQGFHX,XIQVNETUBQGFHX-QFIPXVFZSA-N
Lansoprazole oral tablets 30 mg,LANSOPRAZOLE,MJIHNNLFOKEZEW,MJIHNNLFOKEZEW-UHFFFAOYSA-N
Inhaled salbutamol,ALBUTEROL,NDAUXUAQIAJITI,NDAUXUAQIAJITI-UHFFFAOYSA-N
Pirfenidone Capsule,PIRFENIDONE,ISWRGOKTTBVCFA,ISWRGOKTTBVCFA-UHFFFAOYSA-N
Telbivudine 600mg,TELBIVUDINE,IQFYYKKMVGJFEH,IQFYYKKMVGJFEH-CSMHCCOUSA-N
Levamlodipine 5 mg,LEVAMLODIPINE,HTIQEAQVCYTUBX,HTIQEAQVCYTUBX-KRWDZBQOSA-N
24 mg betamethasone,BETAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-DVTGEIKXSA-N
Ibuprofen suspension 5mg/100ml,IBUPROFEN,HEFNNWSXXWATRW,HEFNNWSXXWATRW-UHFFFAOYSA-N
Levofloxacin 750 MG,LEVOFLOXACIN ANHYDROUS,GSDSWSVVBLHKDQ,GSDSWSVVBLHKDQ-JTQLQIEISA-N
"Sustained Release Dexamethasone, 0.4 mg",DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
Emtriva Capsule,EMTRICITABINE,XQSPYNMVSIKCOC,XQSPYNMVSIKCOC-NTSWFWBYSA-N
Ritalin 20 mg Tablet,METHYLPHENIDATE HYDROCHLORIDE,JUMYIBMBTDDLNG,JUMYIBMBTDDLNG-UHFFFAOYSA-N
Oral capsaicin,CAPSAICIN,YKPUWZUDDOIDPM,YKPUWZUDDOIDPM-SOFGYWHQSA-N
Ursodeoxycholic Acid 300mg capsule,URSODIOL,RUDATBOHQWOJDD,RUDATBOHQWOJDD-UZVSRGJWSA-N
Ursodeoxycholic Acid 300mg tablet,URSODIOL,RUDATBOHQWOJDD,RUDATBOHQWOJDD-UZVSRGJWSA-N
Lansoprazole Capsules,LANSOPRAZOLE,MJIHNNLFOKEZEW,MJIHNNLFOKEZEW-UHFFFAOYSA-N
DEXTENZA®,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
"Dextenza (IDI) (Sustained Release Dexamethasone), (0.4 mg)",DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
Ioflupane I 123,IOFLUPANE I 123,HXWLAJVUJSVENX,HXWLAJVUJSVENX-HFIFKADTSA-N
Lansoprazole capsules,LANSOPRAZOLE,MJIHNNLFOKEZEW,MJIHNNLFOKEZEW-UHFFFAOYSA-N
Dexamethasone 8 mg IV,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
Dexamethasone 4 mg IV,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
All-trans Retinoic Acid,TRETINOIN,SHGAZHPCJJPHSC,SHGAZHPCJJPHSC-YCNIQYBTSA-N
Migalastat HCl 150 mg,MIGALASTAT,LXBIFEVIBLOUGU,LXBIFEVIBLOUGU-DPYQTVNSSA-N
Dexamethasone (combination therapy),DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
Ibuprofen (Nurofen),IBUPROFEN,HEFNNWSXXWATRW,HEFNNWSXXWATRW-UHFFFAOYSA-N
Ibuprofen (Wockhardt),IBUPROFEN,HEFNNWSXXWATRW,HEFNNWSXXWATRW-UHFFFAOYSA-N
20mg d-amphetamine,DEXTROAMPHETAMINE,KWTSXDURSIMDCE,KWTSXDURSIMDCE-QMMMGPOBSA-N
Proventil,ALBUTEROL,NDAUXUAQIAJITI,NDAUXUAQIAJITI-UHFFFAOYSA-N
10 mg d-amphetamine,DEXTROAMPHETAMINE,KWTSXDURSIMDCE,KWTSXDURSIMDCE-QMMMGPOBSA-N
Citalopram 10 MG,CITALOPRAM,WSEQXVZVJXJVFP,WSEQXVZVJXJVFP-UHFFFAOYSA-N
BBP-418,RIBITOL,HEBKCHPVOIAQTA,HEBKCHPVOIAQTA-ZXFHETKHSA-N
Oral tablet levothyroxine (L-T4),LEVOTHYROXINE,XUIIKFGFIJCVMT,XUIIKFGFIJCVMT-LBPRGKRZSA-N
Foquest,METHYLPHENIDATE HYDROCHLORIDE,JUMYIBMBTDDLNG,JUMYIBMBTDDLNG-UHFFFAOYSA-N
Levomilnacipran Hydrochloride Extended-Release Capsules,LEVOMILNACIPRAN,GJJFMKBJSRMPLA,GJJFMKBJSRMPLA-DZGCQCFKSA-N
"Ibuprofen (Sanofi, Istanbul, Turkey)",IBUPROFEN,HEFNNWSXXWATRW,HEFNNWSXXWATRW-UHFFFAOYSA-N
Miglustat 100 MG,MIGLUSTAT,UQRORFVVSGFNRO,UQRORFVVSGFNRO-UTINFBMNSA-N
Ketamine intravenous infusion,KETAMINE,YQEZLKZALYSWHR,YQEZLKZALYSWHR-UHFFFAOYSA-N
intravenous citalopram hydrochloride (CIT),CITALOPRAM,WSEQXVZVJXJVFP,WSEQXVZVJXJVFP-UHFFFAOYSA-N
Quinine Hydrochloride,QUININE,LOUPRKONTZGTKE,LOUPRKONTZGTKE-WZBLMQSHSA-N
Pramipexole 0.6 mg,PRAMIPEXOLE,FASDKYOPVNHBLU,FASDKYOPVNHBLU-ZETCQYMHSA-N
Levothyroxine Tablet,LEVOTHYROXINE,XUIIKFGFIJCVMT,XUIIKFGFIJCVMT-LBPRGKRZSA-N
Ketamine:,KETAMINE,YQEZLKZALYSWHR,YQEZLKZALYSWHR-UHFFFAOYSA-N
ibuprofen (caldolor 10 mg / kg),IBUPROFEN,HEFNNWSXXWATRW,HEFNNWSXXWATRW-UHFFFAOYSA-N
Adenosine 12mg,ADENOSINE,OIRDTQYFTABQOQ,OIRDTQYFTABQOQ-KQYNXXCUSA-N
Esketamine hydrochloride (intranasal),ESKETAMINE,YQEZLKZALYSWHR,YQEZLKZALYSWHR-ZDUSSCGKSA-N
S-ketamine (low-dose),ESKETAMINE,YQEZLKZALYSWHR,YQEZLKZALYSWHR-ZDUSSCGKSA-N
S-ketamine (high-dose),ESKETAMINE,YQEZLKZALYSWHR,YQEZLKZALYSWHR-ZDUSSCGKSA-N
Cisticid,PRAZIQUANTEL,FSVJFNAIGNNGKK,FSVJFNAIGNNGKK-UHFFFAOYSA-N
Biltricide,PRAZIQUANTEL,FSVJFNAIGNNGKK,FSVJFNAIGNNGKK-UHFFFAOYSA-N
d-amphetamine sulfate,DEXTROAMPHETAMINE,KWTSXDURSIMDCE,KWTSXDURSIMDCE-QMMMGPOBSA-N
D-serine solution,(D)-SERINE,MTCFGRXMJLQNBG,MTCFGRXMJLQNBG-UWTATZPHSA-N
Ephedrine (6 mg boluses),RACEPHEDRINE,KWGRBVOPPLSCSI,KWGRBVOPPLSCSI-UHFFFAOYSA-N
Leucovorin (or Levoleucovorin),LEUCOVORIN,VVIAGPKUTFNRDU,VVIAGPKUTFNRDU-ABLWVSNPSA-N
Esflurbiprofen,ESFLURBIPROFEN,SYTBZMRGLBWNTM,SYTBZMRGLBWNTM-JTQLQIEISA-N
LYT-100,DEUPIRFENIDONE,ISWRGOKTTBVCFA,ISWRGOKTTBVCFA-FIBGUPNXSA-N
Beraprost Sodium,BERAPROST SODIUM,YTCZZXIRLARSET,YTCZZXIRLARSET-VJRSQJMHSA-M
intravenous ketamine (ketalar®),KETAMINE,YQEZLKZALYSWHR,YQEZLKZALYSWHR-UHFFFAOYSA-N
Sorafenib (SORA),SORAFENIB,MLDQJTXFUGDVEO,MLDQJTXFUGDVEO-UHFFFAOYSA-N
Leucovorin(oral ),LEUCOVORIN,VVIAGPKUTFNRDU,VVIAGPKUTFNRDU-ABLWVSNPSA-N
Dexamethasone (12mg d1),DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
Leucovorin(IV),LEUCOVORIN,VVIAGPKUTFNRDU,VVIAGPKUTFNRDU-ABLWVSNPSA-N
"Dexamethasone (2mg QD, d1-5,)",DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
Azedra,IOBENGUANE I 131,PDWUPXJEEYOOTR,PDWUPXJEEYOOTR-JRGAVVOBSA-N
Betamethasone Sodium Phosphate Injection (Medication),BETAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-DVTGEIKXSA-N
RETIN-A® Cream,TRETINOIN,SHGAZHPCJJPHSC,SHGAZHPCJJPHSC-YCNIQYBTSA-N
Dexamethasone 1 MG Oral Tablet,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
Deutetrabenazine,DEUTETRABENAZINE,MKJIEFSOBYUXJB,MKJIEFSOBYUXJB-LIJFRPJRSA-N
D-Mannose,D-MANNOSE,WQZGKKKJIJFFOK,WQZGKKKJIJFFOK-QTVWNMPRSA-N
Ibuprofen 2400mg,IBUPROFEN,HEFNNWSXXWATRW,HEFNNWSXXWATRW-UHFFFAOYSA-N
betamethasone (Lianbang Beisong®) cream,BETAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-DVTGEIKXSA-N
Hydroxydaunomycin,DOXORUBICIN HYDROCHLORIDE,MWWSFMDVAYGXBV,MWWSFMDVAYGXBV-RUELKSSGSA-N
Praziquantel 400mg,PRAZIQUANTEL,FSVJFNAIGNNGKK,FSVJFNAIGNNGKK-UHFFFAOYSA-N
albuterol sulfate (MDI),ALBUTEROL,NDAUXUAQIAJITI,NDAUXUAQIAJITI-UHFFFAOYSA-N
albuterol sulfate (nebulizer),ALBUTEROL,NDAUXUAQIAJITI,NDAUXUAQIAJITI-UHFFFAOYSA-N
Omeprazole Tablet,OMEPRAZOLE,SUBDBMMJDZJVOS,SUBDBMMJDZJVOS-UHFFFAOYSA-N
Modafinil Oral Tablet,MODAFINIL,YFGHCGITMMYXAQ,YFGHCGITMMYXAQ-UHFFFAOYSA-N
Oral pirfenidone,PIRFENIDONE,ISWRGOKTTBVCFA,ISWRGOKTTBVCFA-UHFFFAOYSA-N
Methylphenidate Oral Tablet,METHYLPHENIDATE,DUGOZIWVEXMGBE,DUGOZIWVEXMGBE-UHFFFAOYSA-N
lansoprazole (Takepron OD 30 mg),LANSOPRAZOLE,MJIHNNLFOKEZEW,MJIHNNLFOKEZEW-UHFFFAOYSA-N
Escitalopram Oral Capsules,ESCITALOPRAM,WSEQXVZVJXJVFP,WSEQXVZVJXJVFP-FQEVSTJZSA-N
Amphetamine Extended Release (ER) Tablet 20 mg,AMPHETAMINE,KWTSXDURSIMDCE,KWTSXDURSIMDCE-UHFFFAOYSA-N
"ursodiol (ursodeoxycholic acid, UDCA)",URSODIOL,RUDATBOHQWOJDD,RUDATBOHQWOJDD-UZVSRGJWSA-N
Doxorubicin (A),DOXORUBICIN,AOJJSUZBOXZQNB,AOJJSUZBOXZQNB-TZSSRYMLSA-N
amlodipine (10 mg/d).,AMLODIPINE,HTIQEAQVCYTUBX,HTIQEAQVCYTUBX-UHFFFAOYSA-N
Iopofosine I 131,IOPOFOSINE I 131,ZOAIEFWMQLYMTF,ZOAIEFWMQLYMTF-YRKXUXMHSA-N
Dexamethasone Sodium Sulphate 4mg/1mL,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
ephedrine 8mg,RACEPHEDRINE,KWGRBVOPPLSCSI,KWGRBVOPPLSCSI-UHFFFAOYSA-N
atropine 0.5mg,ATROPINE,RKUNBYITZUJHSG,RKUNBYITZUJHSG-SPUOUPEWSA-N
Citalopram HCl,CITALOPRAM,WSEQXVZVJXJVFP,WSEQXVZVJXJVFP-UHFFFAOYSA-N
400 Mg Ibuprofen,IBUPROFEN,HEFNNWSXXWATRW,HEFNNWSXXWATRW-UHFFFAOYSA-N
Zyrtec tablet 10mg,CETIRIZINE HYDROCHLORIDE,PGLIUCLTXOYQMV,PGLIUCLTXOYQMV-UHFFFAOYSA-N
DOXORUBICIN,DOXORUBICIN,AOJJSUZBOXZQNB,AOJJSUZBOXZQNB-TZSSRYMLSA-N
Ibuprofen Tablet,IBUPROFEN,HEFNNWSXXWATRW,HEFNNWSXXWATRW-UHFFFAOYSA-N
Reboxetine 8 mg,REBOXETINE,CBQGYUDMJHNJBX,CBQGYUDMJHNJBX-UHFFFAOYSA-N
Caelyx®,DOXORUBICIN HYDROCHLORIDE,MWWSFMDVAYGXBV,MWWSFMDVAYGXBV-RUELKSSGSA-N
N-Acetyl Glucosamine (GInNAC),N-ACETYLGLUCOSAMINE,OVRNDRQMDRJTHS,OVRNDRQMDRJTHS-FMDGEEDCSA-N
Ketamine (0.75 mg/kg),KETAMINE,YQEZLKZALYSWHR,YQEZLKZALYSWHR-UHFFFAOYSA-N
(18F)FES,FLUOROESTRADIOL F-18,KDLLNMRYZGUVMA,KDLLNMRYZGUVMA-ZYMZXAKXSA-N
Omeprazole 20Mg Capsule,OMEPRAZOLE,SUBDBMMJDZJVOS,SUBDBMMJDZJVOS-UHFFFAOYSA-N
donafenib tablets,CM-4307,MLDQJTXFUGDVEO,MLDQJTXFUGDVEO-FIBGUPNXSA-N
Lansoprazole (Proton Pump Inhibitor),LANSOPRAZOLE,MJIHNNLFOKEZEW,MJIHNNLFOKEZEW-UHFFFAOYSA-N
Lucerastat (Treatment A),LUCERASTAT,UQRORFVVSGFNRO,UQRORFVVSGFNRO-XFWSIPNHSA-N
Levofloxacin intravenous solution,LEVOFLOXACIN ANHYDROUS,GSDSWSVVBLHKDQ,GSDSWSVVBLHKDQ-JTQLQIEISA-N
Levofloxacin film-coated tablet,LEVOFLOXACIN ANHYDROUS,GSDSWSVVBLHKDQ,GSDSWSVVBLHKDQ-JTQLQIEISA-N
Lucerastat (Treatment C),LUCERASTAT,UQRORFVVSGFNRO,UQRORFVVSGFNRO-XFWSIPNHSA-N
Lucerastat (Treatment B),LUCERASTAT,UQRORFVVSGFNRO,UQRORFVVSGFNRO-XFWSIPNHSA-N
ketamine intravenous infusion,KETAMINE,YQEZLKZALYSWHR,YQEZLKZALYSWHR-UHFFFAOYSA-N
Dexamethasone (intravenous),DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
Ibuprofen 600Mg Tablet,IBUPROFEN,HEFNNWSXXWATRW,HEFNNWSXXWATRW-UHFFFAOYSA-N
(S)-ketamine IV Infusion,KETAMINE,YQEZLKZALYSWHR,YQEZLKZALYSWHR-UHFFFAOYSA-N
S-Ibuprofen,DEXIBUPROFEN,HEFNNWSXXWATRW,HEFNNWSXXWATRW-JTQLQIEISA-N
Ursonorm,URSODIOL,RUDATBOHQWOJDD,RUDATBOHQWOJDD-UZVSRGJWSA-N
Methylphenidate Extended Release Oral Capsule,METHYLPHENIDATE,DUGOZIWVEXMGBE,DUGOZIWVEXMGBE-UHFFFAOYSA-N
d-amphetamine 20 mg oral capsule,DEXTROAMPHETAMINE,KWTSXDURSIMDCE,KWTSXDURSIMDCE-QMMMGPOBSA-N
d-amphetamine 10 mg oral capsule,DEXTROAMPHETAMINE,KWTSXDURSIMDCE,KWTSXDURSIMDCE-QMMMGPOBSA-N
ALK-001 oral capsule,GILDEURETINOL,FPIPGXGPPPQFEQ,FPIPGXGPPPQFEQ-QZNDTXPVSA-N
Biltricide®,PRAZIQUANTEL,FSVJFNAIGNNGKK,FSVJFNAIGNNGKK-UHFFFAOYSA-N
Mirtazapine (Remeron),MIRTAZAPINE,RONZAEMNMFQXRA,RONZAEMNMFQXRA-UHFFFAOYSA-N
Betamethasone injection,BETAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-DVTGEIKXSA-N
Methylphenidate 60 mg,METHYLPHENIDATE,DUGOZIWVEXMGBE,DUGOZIWVEXMGBE-UHFFFAOYSA-N
levoketoconazole,LEVOKETOCONAZOLE,XMAYWYJOQHXEEK,XMAYWYJOQHXEEK-ZEQKJWHPSA-N
MYDAYIS,AMPHETAMINE,KWTSXDURSIMDCE,KWTSXDURSIMDCE-UHFFFAOYSA-N
Ketoconazole (KCZ),LEVOKETOCONAZOLE,XMAYWYJOQHXEEK,XMAYWYJOQHXEEK-ZEQKJWHPSA-N
Enzalutamide Oral Capsule,ENZALUTAMIDE,WXCXUHSOUPDCQV,WXCXUHSOUPDCQV-UHFFFAOYSA-N
Ibuprofen 200 mg Oral Tablet,IBUPROFEN,HEFNNWSXXWATRW,HEFNNWSXXWATRW-UHFFFAOYSA-N
Ibuprofen 300 mg Oral Tablet,IBUPROFEN,HEFNNWSXXWATRW,HEFNNWSXXWATRW-UHFFFAOYSA-N
Triiodothyronine (T3),LIOTHYRONINE,AUYYCJSJGJYCDS,AUYYCJSJGJYCDS-LBPRGKRZSA-N
Ibuprofen 600 Mg (milligram) Oral Tablet,IBUPROFEN,HEFNNWSXXWATRW,HEFNNWSXXWATRW-UHFFFAOYSA-N
Mirtazapine 15 MG Oral Tablet,MIRTAZAPINE,RONZAEMNMFQXRA,RONZAEMNMFQXRA-UHFFFAOYSA-N
ZULRESSO (brexanolone) injection,BREXANOLONE,AURFZBICLPNKBZ,AURFZBICLPNKBZ-SYBPFIFISA-N
D-Serine,(D)-SERINE,MTCFGRXMJLQNBG,MTCFGRXMJLQNBG-UWTATZPHSA-N
Mecamylamine Oral Tablet,MECAMYLAMINE,IMYZQPCYWPFTAG,IMYZQPCYWPFTAG-UHFFFAOYSA-N
Salbutamol 4Mg Tablet,ALBUTEROL,NDAUXUAQIAJITI,NDAUXUAQIAJITI-UHFFFAOYSA-N
Atropine Sulphate Injection,ATROPINE,RKUNBYITZUJHSG,RKUNBYITZUJHSG-SPUOUPEWSA-N
Ursogal,URSODIOL,RUDATBOHQWOJDD,RUDATBOHQWOJDD-UZVSRGJWSA-N
Cesol (Test),PRAZIQUANTEL,FSVJFNAIGNNGKK,FSVJFNAIGNNGKK-UHFFFAOYSA-N
Biltricide (Reference),PRAZIQUANTEL,FSVJFNAIGNNGKK,FSVJFNAIGNNGKK-UHFFFAOYSA-N
Dextenza (dexamethasone ophthalmic insert) 0.4mg,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
IV Methylphenidate,METHYLPHENIDATE,DUGOZIWVEXMGBE,DUGOZIWVEXMGBE-UHFFFAOYSA-N
migalastat,MIGALASTAT,LXBIFEVIBLOUGU,LXBIFEVIBLOUGU-DPYQTVNSSA-N
Baclofen 5 mg,BACLOFEN,KPYSYYIEGFHWSV,KPYSYYIEGFHWSV-UHFFFAOYSA-N
ursofalk,URSODIOL,RUDATBOHQWOJDD,RUDATBOHQWOJDD-UZVSRGJWSA-N
JNJ-54135419,ESKETAMINE,YQEZLKZALYSWHR,YQEZLKZALYSWHR-ZDUSSCGKSA-N
Intravenous Atropine Sulfate,ATROPINE,RKUNBYITZUJHSG,RKUNBYITZUJHSG-SPUOUPEWSA-N
Pseudoephedrine 60 MG,PSEUDOEPHEDRINE,KWGRBVOPPLSCSI,KWGRBVOPPLSCSI-WCBMZHEXSA-N
Amlodipine 5 MG,AMLODIPINE,HTIQEAQVCYTUBX,HTIQEAQVCYTUBX-UHFFFAOYSA-N
Isotretinoin (13 cis retinoic acid ) capsules,ISOTRETINOIN,SHGAZHPCJJPHSC,SHGAZHPCJJPHSC-XFYACQKRSA-N
F-18 FES,FLUOROESTRADIOL F-18,KDLLNMRYZGUVMA,KDLLNMRYZGUVMA-ZYMZXAKXSA-N
Ventolin®,ALBUTEROL,NDAUXUAQIAJITI,NDAUXUAQIAJITI-UHFFFAOYSA-N
Betamethasone Oral Tablet,BETAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-DVTGEIKXSA-N
Omeprazole 120 mg,OMEPRAZOLE,SUBDBMMJDZJVOS,SUBDBMMJDZJVOS-UHFFFAOYSA-N
Patch 2,GLYCINEBETAINE,KWIUHFFTVRNATP,KWIUHFFTVRNATP-UHFFFAOYSA-N
Deutetrabenazine 6 MG,DEUTETRABENAZINE,MKJIEFSOBYUXJB,MKJIEFSOBYUXJB-LIJFRPJRSA-N
Levobupivacaine solution,LEVOBUPIVACAINE HYDROCHLORIDE,SIEYLFHKZGLBNX,SIEYLFHKZGLBNX-NTISSMGPSA-N
Doxorubicin.,DOXORUBICIN,AOJJSUZBOXZQNB,AOJJSUZBOXZQNB-TZSSRYMLSA-N
pirfenidone capsule,PIRFENIDONE,ISWRGOKTTBVCFA,ISWRGOKTTBVCFA-UHFFFAOYSA-N
Beraprost sodium tablets,BERAPROST SODIUM,YTCZZXIRLARSET,YTCZZXIRLARSET-VJRSQJMHSA-M
dexamethasone palmitate,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
NYX-2925 50 mg,NYX-2925,NFXPEHLDVKVVKA,NFXPEHLDVKVVKA-ISTVAULSSA-N
"Dexmethylphenidate 40 Mg Oral Capsule, Extended Release",DEXMETHYLPHENIDATE,DUGOZIWVEXMGBE,DUGOZIWVEXMGBE-CHWSQXEVSA-N
Dexmethylphenidate 6.25 mg Tablet,DEXMETHYLPHENIDATE,DUGOZIWVEXMGBE,DUGOZIWVEXMGBE-CHWSQXEVSA-N
Dexmethylphenidate 50 mg Tablet,DEXMETHYLPHENIDATE,DUGOZIWVEXMGBE,DUGOZIWVEXMGBE-CHWSQXEVSA-N
"Dexmethylphenidate 5 Mg Oral Capsule, Extended Release",DEXMETHYLPHENIDATE,DUGOZIWVEXMGBE,DUGOZIWVEXMGBE-CHWSQXEVSA-N
Ioflupane,IOFLUPANE,HXWLAJVUJSVENX,HXWLAJVUJSVENX-HZMVEIRTSA-N
Liothyronine (L-T3),LIOTHYRONINE,AUYYCJSJGJYCDS,AUYYCJSJGJYCDS-LBPRGKRZSA-N
Mydayis Extended-Release Capsule,AMPHETAMINE,KWTSXDURSIMDCE,KWTSXDURSIMDCE-UHFFFAOYSA-N
Advil Tablet (Reference Product),IBUPROFEN,HEFNNWSXXWATRW,HEFNNWSXXWATRW-UHFFFAOYSA-N
Advil Tablet (Mini) (Test Product),IBUPROFEN,HEFNNWSXXWATRW,HEFNNWSXXWATRW-UHFFFAOYSA-N
CTC-501,PRAMIPEXOLE,FASDKYOPVNHBLU,FASDKYOPVNHBLU-ZETCQYMHSA-N
Quillivant XR,METHYLPHENIDATE HYDROCHLORIDE,JUMYIBMBTDDLNG,JUMYIBMBTDDLNG-UHFFFAOYSA-N
Doxorubicin HCl,DOXORUBICIN,AOJJSUZBOXZQNB,AOJJSUZBOXZQNB-TZSSRYMLSA-N
Thymidine,DOXRIBTIMINE,IQFYYKKMVGJFEH,IQFYYKKMVGJFEH-XLPZGREQSA-N
Dexamethasone sodium phosphate injection,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
Pirfenidone 1800 mg,PIRFENIDONE,ISWRGOKTTBVCFA,ISWRGOKTTBVCFA-UHFFFAOYSA-N
ISOtretinoin 20 MG,ISOTRETINOIN,SHGAZHPCJJPHSC,SHGAZHPCJJPHSC-XFYACQKRSA-N
Dyanavel XR,AMPHETAMINE,KWTSXDURSIMDCE,KWTSXDURSIMDCE-UHFFFAOYSA-N
Oxis,FORMOTEROL,BPZSYCZIITTYBL,BPZSYCZIITTYBL-UHFFFAOYSA-N
ISOtretinoin 5 MG,ISOTRETINOIN,SHGAZHPCJJPHSC,SHGAZHPCJJPHSC-XFYACQKRSA-N
ISOtretinoin 10 MG,ISOTRETINOIN,SHGAZHPCJJPHSC,SHGAZHPCJJPHSC-XFYACQKRSA-N
Esketamine hydrochloride injection,ESKETAMINE,YQEZLKZALYSWHR,YQEZLKZALYSWHR-ZDUSSCGKSA-N
calcium folinate,LEUCOVORIN CALCIUM,KVUAALJSMIVURS,KVUAALJSMIVURS-ZEDZUCNESA-L
Enzalutamide Oral Tablet,ENZALUTAMIDE,WXCXUHSOUPDCQV,WXCXUHSOUPDCQV-UHFFFAOYSA-N
IV Quinine Hydrochloride,QUININE,LOUPRKONTZGTKE,LOUPRKONTZGTKE-WZBLMQSHSA-N
Omeprazole 20 mg Oral Tablet,OMEPRAZOLE,SUBDBMMJDZJVOS,SUBDBMMJDZJVOS-UHFFFAOYSA-N
Water Purified,WATER,XLYOFNOQVPJJNP,XLYOFNOQVPJJNP-UHFFFAOYSA-N
Levothyroxine 25 Mcg (0.025 Mg) Oral Tablet,LEVOTHYROXINE,XUIIKFGFIJCVMT,XUIIKFGFIJCVMT-LBPRGKRZSA-N
Calcium folinate (leucovorin),LEUCOVORIN CALCIUM,KVUAALJSMIVURS,KVUAALJSMIVURS-ZEDZUCNESA-L
Ketamine hydrochloride infusion,KETAMINE,YQEZLKZALYSWHR,YQEZLKZALYSWHR-UHFFFAOYSA-N
Reboxetine 4 MG Oral Tablet,REBOXETINE,CBQGYUDMJHNJBX,CBQGYUDMJHNJBX-UHFFFAOYSA-N
Mirtazapine Tablets,MIRTAZAPINE,RONZAEMNMFQXRA,RONZAEMNMFQXRA-UHFFFAOYSA-N
Ephedrine 15mg,RACEPHEDRINE,KWGRBVOPPLSCSI,KWGRBVOPPLSCSI-UHFFFAOYSA-N
Ephedrine 10mg,RACEPHEDRINE,KWGRBVOPPLSCSI,KWGRBVOPPLSCSI-UHFFFAOYSA-N
Ephedrine 5mg,RACEPHEDRINE,KWGRBVOPPLSCSI,KWGRBVOPPLSCSI-UHFFFAOYSA-N
Sorafenib Tablets,SORAFENIB,MLDQJTXFUGDVEO,MLDQJTXFUGDVEO-UHFFFAOYSA-N
propranolol 40mg,PROPRANOLOL,AQHHHDLHHXJYJD,AQHHHDLHHXJYJD-UHFFFAOYSA-N
Ibuprofen Oral Suspension 100 mg/5mL,IBUPROFEN,HEFNNWSXXWATRW,HEFNNWSXXWATRW-UHFFFAOYSA-N
sodium fluoride solution,SODIUM FLUORIDE,PUZPDOWCWNUUKD,PUZPDOWCWNUUKD-UHFFFAOYSA-M
Ibuprofen 400 mg.,IBUPROFEN,HEFNNWSXXWATRW,HEFNNWSXXWATRW-UHFFFAOYSA-N
Chenodeoxycholic acid leadiant,CHENODIOL,RUDATBOHQWOJDD,RUDATBOHQWOJDD-BSWAIDMHSA-N
Clomiphene Citrate.,ENCLOMIPHENE CITRATE,PYTMYKVIJXPNBD,PYTMYKVIJXPNBD-BTKVJIOYSA-N
