NCT_ID,Drug_Clean,Disease,plausibility,primary_target,causal_chain,leak_check
NCT04173273,etrasimod,Crohn's Disease,58.0,Sphingosine-1-phosphate receptor (S1P1/S1P5 modulator),S1P receptor modulation -> lymphocyte sequestration in lymph nodes -> reduced lymphocyte trafficking to gut mucosa -> reduced inflammation. In Crohn's the inflammation is transmural and granulomatous; S1P-modulator efficacy in CD has been less consistent than in UC (lymphocyte egress targeting is on the inflammatory pathway but CD's transmural/innate-driven biology is partly off-axis). Plausible but the mechanism aligns better with mucosal than transmural disease.,clean
NCT04578548,GLPG2737,Autosomal Dominant Polycystic Kidney Disease,75.0,Vasopressin V2 receptor antagonist (cyst-fluid cAMP pathway),V2R antagonism -> lowers renal cAMP that drives cyst-epithelial proliferation and fluid secretion -> ADPKD cystogenesis is cAMP-driven downstream of polycystin loss. V2R is a clinically validated on-pathway node (same mechanism as tolvaptan) for slowing cyst growth/eGFR decline. Strong fit.,clean
NCT04145700,gemcitabine,Synovial Sarcoma,55.0,Ribonucleotide reductase / DNA synthesis,gemcitabine -> DNA chain termination -> kills dividing sarcoma cells. Synovial sarcoma is a translocation-driven proliferative tumor; gemcitabine (often with docetaxel) engages the proliferation driver but sarcomas are variably chemo-sensitive. Plausible but moderate.,clean
NCT04344444,hydroxychloroquine,COVID-19,18.0,Lysosomal/endosomal pH (lysosomotropic); TLR7/9 signaling; weak in-vitro endosomal viral entry block,"HCQ raises endosomal pH -> in-vitro impairs SARS-CoV-2 endosomal entry/glycosylation -> hoped antiviral effect. Breaks because the mechanism is cell-culture-derived, not anchored to in-vivo viral replication kinetics or to the dysregulated host inflammatory cascade that drives severe COVID; endosomal node is peripheral to the causal driver and TMPRSS2-mediated surface entry bypasses it in human airway cells.",clean
NCT04345692,hydroxychloroquine,COVID-19,18.0,Lysosomal/endosomal pH (lysosomotropic); TLR7/9 signaling; weak in-vitro endosomal viral entry block,"HCQ raises endosomal pH -> in-vitro impairs SARS-CoV-2 endosomal entry/glycosylation -> hoped antiviral effect. Breaks because the mechanism is cell-culture-derived, not anchored to in-vivo viral replication kinetics or to the dysregulated host inflammatory cascade that drives severe COVID; endosomal node is peripheral to the causal driver and TMPRSS2-mediated surface entry bypasses it in human airway cells.",clean
NCT04435808,hydroxychloroquine,COVID-19,18.0,Lysosomal/endosomal pH (lysosomotropic); TLR7/9 signaling; weak in-vitro endosomal viral entry block,"HCQ raises endosomal pH -> in-vitro impairs SARS-CoV-2 endosomal entry/glycosylation -> hoped antiviral effect. Breaks because the mechanism is cell-culture-derived, not anchored to in-vivo viral replication kinetics or to the dysregulated host inflammatory cascade that drives severe COVID; endosomal node is peripheral to the causal driver and TMPRSS2-mediated surface entry bypasses it in human airway cells.",clean
NCT04329923,hydroxychloroquine,COVID-19,18.0,Lysosomal/endosomal pH (lysosomotropic); TLR7/9 signaling; weak in-vitro endosomal viral entry block,"HCQ raises endosomal pH -> in-vitro impairs SARS-CoV-2 endosomal entry/glycosylation -> hoped antiviral effect. Breaks because the mechanism is cell-culture-derived, not anchored to in-vivo viral replication kinetics or to the dysregulated host inflammatory cascade that drives severe COVID; endosomal node is peripheral to the causal driver and TMPRSS2-mediated surface entry bypasses it in human airway cells.",clean
NCT04606563,irbesartan,Covid19; SARS-CoV Infection,18.0,Angiotensin II type 1 receptor (ARB antagonist),"AT1 blockade -> RAAS modulation. Rationale in COVID was ACE2/RAAS involvement in SARS-CoV-2 entry and lung injury, but ARBs do not target viral replication and RAAS modulation is a peripheral/speculative node for the core viral pneumonia pathophysiology. Weak causal link to a registrational clinical endpoint.",clean
NCT04534283,LY3214996,Cancer; Cancer Metastatic; BRAF V600E; MEK1 Gene Mutation; MEK2 Gene Mutation; ERK Mutation; RAF1 Gene Mutation,66.0,ERK1/2 inhibitor,"ERK1/2 -> terminal kinase of the RAS-RAF-MEK-ERK cascade -> disease label specifies BRAF V600E/MEK/ERK/RAF1 mutant tumors, i.e. MAPK-pathway-driven cancer. ERK is directly on the oncogenic driver pathway in these genetically selected tumors; strong causal fit (caveat: monotherapy ERK inhibition faces resistance).",clean - ERK is the effector node of the MAPK driver in these mutation-selected tumors
NCT04447235,losartan,Cancer Patients With COVID-19 Infection,20.0,Angiotensin II type 1 (AT1) receptor antagonist (ARB),"AT1 blockade -> reduced vasoconstriction/inflammation; proposed COVID benefit via RAAS modulation/ACE2 axis, but AT1 blockade does not address SARS-CoV-2 replication or the dominant inflammatory drivers of severe COVID. In cancer patients with COVID, the antiviral/anti-mortality endpoint is not on the AT1 causal path.",clean
NCT04606563,losartan,Covid19; SARS-CoV Infection,22.0,Angiotensin II type 1 (AT1) receptor antagonist (ARB),"AT1 blockade -> RAAS modulation; rationale was ACE2/Ang-II lung-injury axis in COVID, but AT1 antagonism is peripheral to viral replication and the cytokine-driven ARDS pathophysiology. Plausible but weak mechanistic link to a registrational COVID endpoint.",clean
NCT04271475,macitentan,Chronic Thromboembolic Pulmonary Hypertension,72.0,Dual endothelin receptor antagonist (ETA/ETB),"ET-receptor blockade -> reduced endothelin-1-mediated vasoconstriction/proliferation -> reduced pulmonary vascular resistance. In chronic thromboembolic pulmonary hypertension the distal vasculopathy shares the ET-driven remodeling of PAH; ERAs address the secondary small-vessel arteriopathy though not the proximal thromboembolic obstruction. Validated driver pathway for the vascular component, partial for proximal disease.",clean
NCT04523090,nitazoxanide,COVID-19,20.0,Antiparasitic/antiviral thiazolide (PFOR inhibition; host innate-immune/viral maturation interference),"COVID-19 is driven by SARS-CoV-2 replication; nitazoxanide has weak, non-specific in vitro antiviral/innate-immune-modulating activity but no validated potent target in the coronavirus replication cycle. Mechanism-to-driver link is speculative and weak; unlikely to reach a meaningful clinical endpoint. Off the validated causal path.",clean
NCT04606563,Olmesartan,Covid19; SARS-CoV Infection,18.0,Angiotensin II type 1 receptor (AT1) blocker,"AT1R blockade -> reduces RAAS-mediated vasoconstriction/inflammation; rationale in COVID-19 was countering ACE2/Ang-II dysregulation in SARS-CoV-2 infection. The disease driver is viral replication and immune dysregulation; AT1 blockade is a peripheral cardiovascular-modulating hypothesis, not on the antiviral/core driver path. Weak causal fit for a respiratory-viral endpoint.","clean - ARB vs viral/immune COVID driver, scored on mechanism not outcome"
NCT04504032,rivaroxaban,COVID-19,40.0,Factor Xa,"FXa inhibition -> anticoagulation. COVID-19 core pathophysiology is viral/inflammatory; coagulopathy/microthrombosis is a downstream contributor, not the primary driver. Anticoagulation addresses a secondary thrombotic complication, may reduce thrombotic events but does not modify viral disease course. Partial/contributor node.",clean
NCT04606563,telmisartan,Covid19; SARS-CoV Infection,24.0,Angiotensin II type 1 (AT1) receptor,"AT1 blockade -> attenuates angiotensin-II/RAAS signaling. Rationale in COVID-19 was countering ACE2/RAAS dysregulation and lung inflammation; but RAAS is at most a peripheral modulator of viral pneumonia pathophysiology, not the causal driver (viral replication/immune injury). Weak mechanistic link to a clinical COVID endpoint.",clean
NCT04606563,Valsartan,Covid19; SARS-CoV Infection,20.0,Angiotensin II type 1 receptor (AT1R) antagonist,"Valsartan blocks AT1R -> COVID-19 core pathophysiology is SARS-CoV-2 entry via ACE2 and a viral/inflammatory pneumonitis; ARBs modestly modulate the RAAS and were hypothesized to mitigate ACE2-related lung injury, but this is an indirect, peripheral host-modifier, not the viral replication or primary inflammatory driver -> weak causal link to a registrational clinical endpoint.",clean
NCT04459715,Xevinapant,Cell Carcinoma,52.0,IAP antagonist (SMAC mimetic; inhibits cIAP1/2 and XIAP),"Xevinapant blocks IAPs to restore apoptosis and enhance TNF-driven cell death -> in squamous cell carcinoma (esp. with chemoradiation), IAP overexpression confers apoptosis resistance; antagonizing IAPs sensitizes tumor cells to radiation/chemo-induced death -> mechanism plausibly engages an apoptosis-resistance node central to treatment response, though as a sensitizer it is an adjunct rather than a standalone driver-targeting agent.",clean
NCT03852628,buprenorphine,Post Traumatic Stress Disorder; Alcohol Abuse,34.0,Mu-opioid (partial agonist) / kappa-opioid antagonist,For PTSD/alcohol abuse the relevant hypothesis is kappa-opioid/dynorphin antagonism modulating dysphoria/stress circuitry and opioid-mediated reward in alcohol use. Kappa-dynorphin is a plausible but non-dominant node in PTSD and alcohol pathophysiology; link to a registrational PTSD/AUD endpoint is indirect and unvalidated. Real but speculative contributor mechanism.,clean
NCT03953326,acetylcholine,HeartPhone Cancer,8.0,Muscarinic/nicotinic acetylcholine receptors (endogenous neurotransmitter),Acetylcholine is a non-specific endogenous cholinergic agonist (used diagnostically e.g. for coronary vasoreactivity or intraocular miosis) -> the disease 'HeartPhone Cancer' is a garbled/uninterpretable descriptor; no coherent oncologic mechanism links cholinergic receptor activation to tumor biology. Mechanism has no credible causal path to any cancer.,"clean; disease label 'HeartPhone Cancer' is corrupted/uninterpretable, scored as mechanism-vs-cancer mismatch"
NCT03942419,atropine,Myopia,62.0,muscarinic acetylcholine receptor (M-receptor antagonist),"Myopia progression involves axial elongation of the eye; muscarinic antagonism (low-dose atropine) is thought to slow scleral/retinal growth signaling via muscarinic receptors in retina/sclera independent of accommodation. There is a plausible, partially-validated link between muscarinic signaling and axial growth control, putting atropine on a contributing — though not fully mechanistically resolved — driver node.","clean — muscarinic axial-growth hypothesis, not trial outcome"
NCT03926624,azacitidine,"Leukemia, Myeloid, Acute",74.0,DNMT (hypomethylating agent),AML: aberrant DNA methylation silences differentiation genes; azacitidine reverses this and induces differentiation/apoptosis. On the epigenetic-driver pathway of myeloid malignancy.,clean
NCT03742973,baricitinib,Primary Biliary Cholangitis,38.0,JAK1/JAK2 inhibitor,"Baricitinib -> JAK1/2 inhibition -> dampens cytokine-mediated inflammation. Primary biliary cholangitis core driver is anti-mitochondrial autoimmune cholangiocyte destruction with cholestasis; the proximate driver is bile-acid toxicity/AMA-mediated bile duct injury, not primarily JAK-dependent cytokines. JAK is a peripheral/contributory anti-inflammatory node, not the central cholestatic driver; ALP/biochemical endpoint plausibility modest.",clean
NCT03340727,caffeine,Apnea of Prematurity,88.0,Adenosine A1/A2A receptor antagonist (also PDE inhibition),A1/A2A antagonism in brainstem respiratory centers -> increased central respiratory drive and chemoreceptor sensitivity to CO2 -> directly counters the immature central respiratory control that causes apnea of prematurity; mechanism is on the core pathophysiology,clean
NCT03890120,Cilofexor,Primary Sclerosing Cholangitis,44.0,FXR (farnesoid X receptor) agonist,"FXR agonism -> represses bile-acid synthesis (CYP7A1), reduces bile-acid toxicity and hepatic inflammation/fibrosis. In primary sclerosing cholangitis, bile-acid toxicity and cholestasis are central drivers, so FXR sits on a core causal axis; however PSC fibrosis/stricturing is multifactorial and a meaningful registrational endpoint (e.g., fibrosis/transplant-free survival) is hard to move. Moderate fit.",clean
NCT03926624,cladribine,"Leukemia, Myeloid, Acute",74.0,Deoxycytidine kinase-activated purine nucleoside analog (DNA synthesis/repair inhibitor),Cladribine -> accumulates as triphosphate in lymphoid/myeloid cells -> impairs DNA synthesis/repair -> cytotoxic to proliferating leukemic myeloblasts -> AML is a clonal myeloid proliferation. Antimetabolite cytotoxicity directly targets the malignant clone; on-pathway for a cytotoxic leukemia regimen.,clean
NCT03926624,cytarabine,"Leukemia, Myeloid, Acute",86.0,"DNA polymerase / nucleoside analog (Ara-C, antimetabolite)","Incorporates into proliferating myeloblast DNA -> chain termination -> apoptosis. 'Leukemia, Myeloid, Acute' is the canonical cytarabine indication; backbone agent directly on the myeloid leukemia proliferation causal path.",clean
NCT03926624,DFP-10917,"Leukemia, Myeloid, Acute",72.0,"DNA polymerase / nucleoside antimetabolite (cytidine analog, prolonged low-dose infusion)","cytarabine-related deoxycytidine analog -> incorporates into DNA, causes DNA strand breaks in proliferating myeloblasts -> AML is a clonal proliferative myeloid malignancy directly driven by aberrant blast proliferation. Antimetabolite cytotoxicity is squarely on the proliferative driver of AML; established mechanistic class for this disease.",clean
